imo,description,ship_type
9860271,Bulk Carrier,Cargo
7334333,Crude Oil Tanker,
7508910,Fishing Vessel,Fishing
9882712,LPG Tanker,Tanker
9743617,Bulk Carrier,Tanker
8913021,Container Ship,Cargo
9423906,Crude Oil Tanker,Tanker - Hazard B
9765407,Tug,Other
8704638,Trawler,Fishing
9671711,Fishing Vessel,Fishing
9282170,Container Ship,Cargo
9280328,Tug,Other
8874201,Oil Products Tanker,Tanker
9644689,Oil Products Tanker,Tanker
9567037,Bulk Carrier,Cargo
9404106,Deck Cargo Ship,Cargo
8517592,Cement Carrier,Cargo
9648283,Multi Purpose Offshore Vessel,Tug
9941221,LPG Tanker,Tanker
8609979,Reefer,Cargo
9646493,Trawler,Fishing
8793770,Fishing Vessel,Fishing
9584516,LPG/Chemical Tanker,Tanker
9114206,Bulk Carrier,Cargo
9555759,Multi Purpose Offshore Vessel,Other
9595589,Bulk Carrier,Cargo
1077385,Container Ship,Cargo
8732477,Crew Boat,Pilot Vessel
7736048,Tug,Tug
8321943,Vehicles Carrier,Cargo
9317949,Crude Oil Tanker,Tanker
9232632,Container Ship,Cargo
9468152,Bulk Carrier,Cargo
9501277,Heavy Lift Vessel,Cargo
9366225,Container Ship,Cargo
9737022,Oil Products Tanker,Tanker
9692870,Crew Boat,Passenger
9603843,Bulk Carrier,Cargo
9883821,Bulk Carrier,Cargo
8617861,Trawler,Sailing Vessel
8630734,General Cargo,Cargo
9452646,Bulk Carrier,Cargo
9765988,Oil/Chemical Tanker,Tanker - Hazard B
9328285,Oil/Chemical Tanker,Tanker
9060285,Container Ship,Cargo
8022004,Bulk Carrier,Cargo
9034755,Ro-Ro/Passenger Ship,Passenger
8607880,High Speed Craft,High Speed Craft
9252515,Trawler,Fishing
9312597,Container Ship,Cargo - Hazard D (Recognizable)
9375551,Towing Vessel,Tug
9149562,Oil/Chemical Tanker,Tanker
9293583,Vehicles Carrier,Cargo
9731042,LPG Tanker,Tanker
8003644,Tug,Tug
6923838,Fishing Vessel,Fishing
9153367,Ro-Ro Cargo,Cargo
6810055,Oil Products Tanker,Tanker - Hazard A (Major)
7619525,Livestock Carrier,Cargo
9560821,Tug,Tug
1140895,Oil Products Tanker,Tanker
9165346,Floating Storage/Production,Tanker
8707109,Oil/Chemical Tanker,Tanker
9854260,Oil/Chemical Tanker,Tanker
7327689,Cement Carrier,Cargo
9265407,Oil Products Tanker,Tanker
9354179,Oil/Chemical Tanker,Tanker
9326598,LPG Tanker,Tanker
8714920,General Cargo,Cargo
9683506,Container Ship,Cargo
9586904,General Cargo,Cargo
9230892,Crude Oil Tanker,Other
1000289,Yacht,Other
9283576,Tug/Supply Vessel,SAR
9712151,Bulk Carrier,Cargo
8867117,Oil Products Tanker,Tanker
1079319,Bulk Carrier,Cargo
8776758,Fishing Vessel,Fishing
8890970,Tug,Other
9062398,Chemical Tanker,Tanker
9240249,General Cargo,Cargo
8649747,Fishing Vessel,Fishing
8502755,Fishing Vessel,Fishing
9921661,High Speed Craft,High Speed Craft
9749831,Bulk Carrier,Cargo
9974802,Tug,Tug
9181807,General Cargo,Cargo
9231494,Container Ship,Cargo
8917211,Reefer,Cargo
9279551,Bulk Carrier,Cargo
9937921,LPG/Chemical Tanker,Tanker
9182655,Crude Oil Tanker,Tanker
9425576,Multi Purpose Offshore Vessel,Other
8772922,Oil/Chemical Tanker,Tanker
8620088,Inland Passenger Ship,Passenger
9182021,Container Ship,Cargo
9668623,Landing Craft,Cargo
8028498,Research/Survey Vessel,Fishing
9246152,Oil/Chemical Tanker,Tanker - Hazard D (Recognizable)
1019369,Multi Purpose Offshore Vessel,Other
7517351,General Cargo,Cargo
9442251,Ro-Ro/Passenger Ship,Passenger
8618700,General Cargo,Cargo
9224520,Container Ship,Cargo - Hazard C (Minor)
9221554,Passenger Ship,Passenger
9168362,General Cargo,Cargo
8005721,Bulk Carrier,Cargo
9723617,Bulk Carrier,Cargo
7916686,Oil Products Tanker,Tanker
9313151,Oil Products Tanker,Tanker
9340415,Oil/Chemical Tanker,Tanker
9560778,Yacht,Pleasure Craft
8107024,Multi Purpose Offshore Vessel,Tug
8727472,Crane Ship,Other
9809174,Patrol Vessel,Other
9170614,Oil Products Tanker,Tanker
9137961,Wood Chips Carrier,Cargo
9159555,Bulk Carrier,Cargo
9931070,Multi Purpose Offshore Vessel,Other
9665164,Bulk Carrier,Cargo
9627174,Hopper Dredger,Cargo
7119458,Oil Products Tanker,Tanker
9167162,Oil Products Tanker,Tanker
9323675,LNG Tanker,Tanker
9929003,Bulk Carrier,Cargo
1072270,Tug,Tug
9977220,LNG Tanker,Tanker
7417317,Tug,Tug
9389655,Tug,Tug
9835587,Fishing Vessel,Fishing
7643423,General Cargo,Law Enforce
9698159,Drilling Jack Up,Other
9464663,Bulk Carrier,Cargo
9121845,Cable Layer,Other
9405916,Oil/Chemical Tanker,Tanker
9658654,Icebreaker,Other
9078517,Oil Products Tanker,
9084944,Oil/Chemical Tanker,Tanker
9756602,Tug,Tug
1081934,Bulk Carrier,Cargo
1001489,Yacht,Pleasure Craft
9904247,Research/Survey Vessel,Other
9679191,Tug,Tug
9390836,Tug,Tug
9636929,Multi Purpose Offshore Vessel,Reserved
8848769,Oil Products Tanker,Tanker
8510477,General Cargo,Cargo
8608169,Vehicles Carrier,Cargo
9194749,Tug,Tug
9974371,Tug,Tug
9895771,LPG Tanker,Tanker - Hazard D (Recognizable)
9752981,Multi Purpose Offshore Vessel,
9881495,Bulk Carrier,Cargo
9728837,Crude Oil Tanker,Tanker
7375765,Multi Purpose Offshore Vessel,Tug
9217462,General Cargo,Cargo
7604714,Oil Products Tanker,Tanker
9471800,General Cargo,Cargo
8007145,General Cargo,Cargo
9362592,Crew Boat,High Speed Craft
9846536,Container Ship,Cargo
7606633,Tug,Tug
9691333,LPG Tanker,Tanker - Hazard A (Major)
9208095,Crude Oil Tanker,Tanker
9259501,Ro-Ro Cargo,Cargo
9491886,Vehicles Carrier,Cargo
9548823,General Cargo,Cargo
9662954,Bulk Carrier,Cargo
1179705,Tug,Tug
9175779,Container Ship,Cargo
9655822,Bulk Carrier,Cargo
8740163,Trawler,Fishing
9781786,Ro-Ro/Passenger Ship,Passenger
9774068,Landing Craft,Cargo
8997821,General Cargo,Cargo
8662050,Fishing Vessel,Cargo
9609665,Bulk Carrier,Cargo
7032179,Trawler,Fishing
9180803,Bulk Carrier,Cargo
9422122,Ro-Ro Cargo,Cargo - Hazard A (Major)
9605255,Container Ship,Cargo
9538359,Bulk Carrier,Cargo
9593335,Bulk Carrier,Cargo
8747941,General Cargo,Cargo
8756265,Drilling Jack Up,Reserved
9415777,Articulated Pusher Tug,Local Vessel
9359624,Oil/Chemical Tanker,Tanker
9333254,Oil Products Tanker,Tanker
9669809,General Cargo,Cargo
9681869,"Inland, Motor Tanker, liquid cargo, type C",Tanker
9170664,Bulk Carrier,Cargo
9543196,Multi Purpose Offshore Vessel,Other
9126340,"Inland, Unknown",Tanker
9795244,Cement Carrier,Cargo
8913253,Fishing Vessel,Fishing
9334923,Container Ship,Cargo - Hazard A (Major)
8417649,Bulk Carrier,Cargo
7826879,Container Ship,Cargo
8735833,Fishing Vessel,Fishing
8651477,Fishing Vessel,Fishing
9103271,Fire Fighting Vessel,Tug
9194945,Fishing Vessel,Fishing
9940497,Fishing Vessel,Fishing
1061283,Bunkering Tanker,Tanker
9186651,Crude Oil Tanker,Tanker
9050008,Ro-Ro/Passenger Ship,Passenger
1010155,Yacht,Pleasure Craft
5206207,Yacht,Pleasure Craft
1078470,Work Vessel,Other
9650444,Wood Chips Carrier,Cargo
9436795,Tug,Tug
7311769,General Cargo,Cargo
9749142,Multi Purpose Offshore Vessel,Tug
8996695,Fishing Vessel,Fishing
9087582,High Speed Craft,High Speed Craft
8716332,Bulk Carrier,Cargo
9018464,Crude Oil Tanker,Tanker
9829942,Passenger Ship,Passenger
8356467,General Cargo,Cargo
9491874,Vehicles Carrier,Cargo
9438949,Oil/Chemical Tanker,Tanker
8728048,General Cargo,Cargo
9423750,Oil/Chemical Tanker,Tanker
9639737,Tug,Tug
9536648,Tug,Other
1055088,Oil Products Tanker,Tanker
8986016,Passenger Ship,Passenger
9236303,Oil/Chemical Tanker,Tanker
1048504,Tug,Tug
9111319,Passenger Ship,Passenger
7937379,Trawler,Fishing
6513425,Multi Purpose Offshore Vessel,Other
9817585,Oil/Chemical Tanker,Tanker
9591363,Bulk Carrier,Cargo
8222056,Bulk Carrier,Cargo
9956616,LNG Tanker,Tanker - Hazard D (Recognizable)
8323434,Bulk Carrier,Cargo
9838163,Ro-Ro/Passenger Ship,Passenger
7809314,Reefer,Cargo
9529061,Multi Purpose Offshore Vessel,Anti-Pollution
8542315,Fishing Vessel,Fishing
9943748,Crude Oil Tanker,Tanker
1057866,Bulk Carrier,Cargo
8901913,Fishing Vessel,Fishing
9455351,"Inland, Tankbarge, liquid cargo, type C",Other
9430193,Container Ship,Cargo - Hazard A (Major)
9082582,Passenger Ship,Passenger
9228849,Oil Products Tanker,Tanker
8782989,Fishing Vessel,Fishing
9982055,Bulk Carrier,Cargo
9419216,Ro-Ro/Passenger Ship,Passenger
8571598,Fishing Vessel,Fishing
9569023,Tug,Tug
9923279,General Cargo,Cargo
9735402,Deck Cargo Ship,Cargo
9070888,Ro-Ro/Passenger Ship,Passenger
9163867,Tug,Tug
8410158,Buoy-Laying Vessel,Dredger
9112765,Ro-Ro/Passenger Ship,Passenger
9385582,Tug,Tug
9606467,Tug,Tug
9845221,Crude Oil Tanker,Tanker
9875630,Bulk Carrier,Cargo
9782261,Bulk Carrier,Cargo
9547166,Bulk Carrier,Cargo
9206425,Hopper Dredger,Dredger
9015292,Fish Carrier,Fishing
9060699,Tug,Tug
9277785,Oil Products Tanker,Tanker
1081582,Bulk Carrier,Cargo
7810698,Fish Carrier,Other
7607065,Trawler,Fishing
9885439,Bulk Carrier,Cargo
1073028,General Cargo,Cargo
7633375,Cement Carrier,Cargo
8699077,Tug,Tug
9320855,LPG/Chemical Tanker,Tanker - Hazard B
9390238,Tug,Tug
9203526,Container Ship,Cargo
9714460,Yacht,Passenger
9221293,Tug,Tug
9547154,General Cargo,Cargo
9267912,Vehicles Carrier,Cargo
9258571,Tug,Tug
9164550,General Cargo,Cargo
5201556,Sailing Vessel,Sailing Vessel
9217503,Fishing Vessel,Fishing
8303680,Bulk Carrier,Cargo
9394612,Multi Purpose Offshore Vessel,Tug
9334325,Oil/Chemical Tanker,Tanker
9759680,Bulk Carrier,Cargo
8998291,Tug,Tug
9130901,General Cargo,Cargo
9657844,Bulk Carrier,Cargo
9124677,Container Ship,Cargo
9155080,Wood Chips Carrier,Cargo
8743282,General Cargo,Cargo
8905995,General Cargo,Fishing
9973523,Yacht,Pleasure Craft
9346524,Container Ship,Cargo
1005241,Yacht,Pleasure Craft
9965162,Tug,Tug
9209556,Tug,Tug
1020722,General Cargo,Cargo
8505692,Fishing Vessel,
9018775,Training Ship,Other
9167045,Deck Cargo Ship,Cargo
8428583,Offshore Supply Ship,Cargo
8657184,Passenger Ship,Passenger
9439199,Crude Oil Tanker,Tanker
8591794,General Cargo,Cargo
9189847,Cement Carrier,Cargo
9634543,Tug,Tug
8513314,General Cargo,Cargo
1135125,Aggregates Carrier,Cargo
9778703,Pipe Layer,Dredger
8503890,General Cargo,Cargo
9841392,Work Vessel,Pleasure Craft
8025147,Bulk Carrier,Cargo
9586930,Bulk Carrier,Cargo
8982072,Yacht,Pleasure Craft
8657794,General Cargo,Cargo
9151773,Research/Survey Vessel,Military Ops
9199828,Crude Oil Tanker,Tanker
8964082,Passenger Ship,Passenger
9842358,Container Ship,Cargo - Hazard A (Major)
9190987,General Cargo,Cargo
9799044,Passenger Ship,Passenger
8735302,Fishing Vessel,Fishing
9891696,Crude Oil Tanker,Tanker
8615980,Oil Products Tanker,Tanker
9175884,LPG Tanker,Tanker
8731083,General Cargo,Cargo
9641716,Multi Purpose Offshore Vessel,Other
9566241,Fire Fighting Vessel,Tug
9204441,Fire Fighting Vessel,Tug
8514253,Oil Products Tanker,Tanker
9318412,Work Vessel,Cargo
9704855,Bulk Carrier,Cargo
8681381,Passenger Ship,Passenger
9327023,Crude Oil Tanker,Tanker
9552288,Tug,Tug
8705204,Trawler,Other
9767118,Utility Vessel,Passenger
8105650,Bulk Carrier,Cargo
9829576,General Cargo,Cargo
7619953,Pusher Tug,Tug
9596545,Oil Products Tanker,Tanker
9259915,Oil/Chemical Tanker,Tanker
9824124,Tug,Tug
7922386,Fishing Vessel,Fishing
9852731,Bulk Carrier,Cargo
9768368,LNG Tanker,Tanker
9208564,Research/Survey Vessel,Other
9148362,"Inland, Motor Freighter Pushing Freighter(s)",Cargo
8944434,Fishing Vessel,Fishing
9846122,Bulk Carrier,Cargo
9689615,Container Ship,Cargo - Hazard D (Recognizable)
1039632,LPG Tanker,Tanker
9528691,General Cargo,Cargo
1067471,Oil Products Tanker,Tanker
9548081,Towing Vessel,Other
9316036,Bulk Carrier,Cargo
8639510,Backhoe Dredger,Dredger
9644902,Multi Purpose Offshore Vessel,Other
9826043,Trawler,Fishing
9702259,Fishing Vessel,Fishing
9786231,Oil/Chemical Tanker,Tanker
9692129,Oil/Chemical Tanker,Tanker
8607220,Factory Trawler,Fishing
9460629,Oil/Chemical Tanker,Tanker
9361316,Patrol Vessel,Law Enforce
9590096,Bulk Carrier,Cargo
8618891,Crude Oil Tanker,Tanker
8737611,Trawler,Fishing
9749374,Oil/Chemical Tanker,
9386392,Bulk Carrier,Cargo
9976874,Oil/Chemical Tanker,Tanker
7410486,Trawler,Fishing
9906805,Bulk Carrier,Cargo
9433200,Heavy Load Carrier,Cargo
8317942,Ro-Ro/Passenger Ship,Passenger
9555307,Oil Products Tanker,Tanker
9463592,Bulk Carrier,Cargo
7721952,General Cargo,Cargo
9608673,Bulk Carrier,Cargo
8305767,Hopper Dredger,Dredger
9639799,Offshore Supply Ship,Other
9513658,General Cargo,Cargo
8631685,General Cargo,Cargo
9750907,High Speed Craft,High Speed Craft
9074781,Bulk Carrier,Cargo
7002409,Replenishment Vessel,Cargo
9030711,Oil Products Tanker,Tanker
9925930,Tug,Tug
8716863,Oil Products Tanker,Tanker
9231250,Container Ship,Cargo - Hazard A (Major)
9935258,Container Ship,Cargo - Hazard D (Recognizable)
8739231,Trawler,Fishing
9186950,Vehicles Carrier,Cargo
8753990,Offshore Supply Ship,Other
9338137,General Cargo,Cargo
9340934,Tug,Tug
9257010,Crude Oil Tanker,
9794367,Multi Purpose Offshore Vessel,Other
8647749,Fishing Vessel,
9142265,Container Ship,Cargo
9664146,General Cargo,Cargo
8309402,Timber Carrier,Cargo
7303011,Tug,Tug
9632959,Bulk Carrier,Cargo
8206985,Multi Purpose Offshore Vessel,Tug
9304411,Container Ship,Cargo - Hazard A (Major)
8984886,Tug,Tug
9541916,Tug,Tug
9685322,Container Ship,Cargo - Hazard B
8684527,General Cargo,Cargo
9595905,Bulk Carrier,Cargo
8806503,Bulk Carrier,Cargo
9135171,General Cargo,Cargo
7382938,Training Ship,Other
9887073,Fishing Vessel,Fishing
7832347,Fishing Vessel,Fishing
9738583,Bulk Carrier,Cargo
9550888,Tug,Fishing
8859938,Fishing Vessel,Fishing
9321598,Anchor Handling Vessel,Tug
1047108,Container Ship,Cargo
7304003,Tug,Tug
9446374,Crude Oil Tanker,Tanker
8729987,Fishing Vessel,Fishing
9813668,Tug,Tug
9176022,Crude Oil Tanker,Tanker
7434834,Tug,Tug
9793143,Tug,Tug
9060778,General Cargo,Cargo
9759850,Crude Oil Tanker,Tanker
7376551,Work Vessel,Other
7313652,Fish Factory,Fishing
7351862,General Cargo,Cargo
9036301,Chemical Tanker,Tanker
1049730,General Cargo,Cargo
9637519,Towing Vessel,Tug
9813046,Oil/Chemical Tanker,Tanker - Hazard B
9200055,Patrol Vessel,SAR
9304629,Crude Oil Tanker,Tanker
9296456,Container Ship,Cargo
9008665,Tug,Tug
8727915,Oil Products Tanker,Tanker
9517812,Tug,Tug
9960708,Multi Purpose Offshore Vessel,Other
9459292,Oil/Chemical Tanker,Tanker
9822968,Patrol Vessel,Law Enforce
8802997,Fishing Vessel,Fishing
9791145,Crude Oil Tanker,Tanker - Hazard A (Major)
8923416,Tug,Tug
9867748,Yacht,Pleasure Craft
6858514,Passenger Ship,Passenger
9499682,Multi Purpose Offshore Vessel,Cargo
9295505,Container Ship,Cargo
1016472,Bulk Carrier,Cargo
9701011,General Cargo,Cargo
9209477,Fishing Vessel,Fishing
7640201,LPG Tanker,Tanker
7714739,General Cargo,Cargo
8834861,Fishing Vessel,Fishing
8512865,Bulk Carrier,Cargo
9709984,Oil/Chemical Tanker,Tanker
9217498,Fishing Vessel,Fishing
9596492,Bulk Carrier,Cargo
9740873,Multi Purpose Offshore Vessel,Passenger
9337432,Towing Vessel,Tug
1087562,Tug,Tug
8324737,General Cargo,Cargo
9868314,Container Ship,Cargo
9777101,Icebreaker,Other
9869667,Container Ship,Cargo
8771681,Drill Barge,Other
6801860,Trawler,Fishing
9959826,Bulk Carrier,Cargo
7615749,Oil Products Tanker,Tanker
1145534,Tug,Tug
7928809,General Cargo,Cargo
9449522,Bulk Carrier,Cargo
9837822,Yacht,Pleasure Craft
8202965,General Cargo,Cargo
9735103,Bulk Carrier,Cargo
9604275,Bulk Carrier,Cargo
7512002,Tug,Tug
9502348,General Cargo,Cargo
9835991,Ro-Ro/Passenger Ship,Passenger
9192363,Passenger Ship,Passenger
7738888,Pollution Control Vessel,Anti-Pollution
9028158,General Cargo,Cargo
8859378,General Cargo,Cargo
9398357,Fishing Vessel,Fishing
9499486,Oil/Chemical Tanker,Tanker
1062847,Multi Purpose Offshore Vessel,Tug
9468243,Tug,Tug
9938810,Bulk Carrier,Cargo
8507561,General Cargo,Cargo
9339997,Crude Oil Tanker,Tanker
9554585,Diving Support Vessel,Other
9892432,Crude Oil Tanker,Tanker
9987263,Fishing Vessel,Fishing
8968985,Ro-Ro/Passenger Ship,Passenger
9627459,General Cargo,Cargo
8906377,Fishing Vessel,Fishing
7718292,General Cargo,Cargo
8901846,Bulk Carrier,Cargo
9892200,Tug,Tug
9738961,Bulk Carrier,Cargo
9925863,Fishing Vessel,Fishing
9596442,Tug,Tug
9324124,Bulk Carrier,Cargo
9563196,Tug,Tug
8920919,Fishing Vessel,Fishing
9810848,Nuclear Fuel Carrier,Cargo
1132393,Deck Cargo Ship,Cargo
7413244,LPG Tanker,Tanker
9979486,Bulk Carrier,Cargo
9509085,General Cargo,Cargo
9920198,Fishing Vessel,Fishing
9067348,Towing Vessel,Tug
9645633,Multi Purpose Offshore Vessel,Cargo
9124392,Container Ship,Cargo
9631541,Crew Boat,High Speed Craft
8967852,Passenger Ship,Cargo - Hazard A (Major)
9227833,Bulk Carrier,Cargo
9507283,Yacht,Pleasure Craft
9404235,General Cargo,Cargo
9305269,Ro-Ro/Passenger Ship,Passenger
9324071,Bulk Carrier,Cargo
9442897,Landing Craft,Dredger
9516741,Container Ship,Cargo - Hazard D (Recognizable)
9535060,Multi Purpose Offshore Vessel,Passenger
8402216,Reefer,Cargo
8910500,General Cargo,Cargo
9569267,Bulk Carrier,Cargo
9876787,Bulk Carrier,Cargo
9860491,Bulk Carrier,Cargo
9058751,Oil Products Tanker,Tanker
9275701,Tug,Tug
8992039,Yacht,Pleasure Craft
9598165,Bulk Carrier,Cargo
9380051,Oil Products Tanker,Tanker
9016961,Reefer,Cargo
9375915,Bulk Carrier,Cargo
8126379,Bulk Carrier,Cargo - Hazard D (Recognizable)
8404264,Cement Carrier,Cargo
9421075,General Cargo,Cargo
7644245,Multi Purpose Offshore Vessel,Other
9386433,General Cargo,Cargo
9989998,Yacht,Cargo
9404431,Bulk Carrier,Cargo
9733349,Oil/Chemical Tanker,Tanker - Hazard B
9326744,Container Ship,Cargo
8785929,Fishing Vessel,Fishing
9084334,General Cargo,Cargo
9775141,Bulk Carrier,Cargo
9010345,Fishery Patrol Vessel,Fishing
8681367,Passenger Ship,Pleasure Craft
8819237,Tug,Tug
8844062,General Cargo,Cargo
9207388,Vehicles Carrier,Cargo
9666936,Multi Purpose Offshore Vessel,Tug
9200811,Container Ship,Cargo
8643937,"Inland, Motor Tanker, liquid cargo, type N",Tanker
9803857,Tug,Tug
8319598,Reefer,Cargo
8746521,General Cargo,Cargo
9620255,General Cargo,Cargo
9710529,Bulk Carrier,Cargo
9147734,Oil/Chemical Tanker,Tanker
7937757,General Cargo,Cargo
9697428,Container Ship,Cargo
9485643,Well Stimulation Vessel,Tug
9976458,General Cargo,Cargo
9703174,Pollution Control Vessel,Cargo
8798031,Fishery Support Vessel,Fishing
9373060,General Cargo,Cargo
9061291,Container Ship,Cargo
8635538,Inland Supply Vessel,Local Vessel
9474137,Bulk Carrier,Cargo
7707425,General Cargo,Cargo
9730282,Ro-Ro Cargo,Cargo
9223241,Tug,Tug
9344899,Standby Safety Vessel,Tug
9609483,Bulk Carrier,Cargo
9574236,Bulk Carrier,Cargo
7330064,Suction Dredger,Dredger
8900866,Cable Layer,Other
7022708,Ro-Ro/Passenger Ship,Leading Light Rear
9096349,Passenger Ship,Passenger
9930674,Fish Carrier,Cargo
7367720,Trawler,Other
9723162,Bulk Carrier,Cargo
9302841,Bulk Carrier,Cargo
8736291,Yacht,Pleasure Craft
9449699,Container Ship,Cargo
9672105,Ro-Ro/Container Carrier,Cargo
9168544,Container Ship,Cargo
9492050,Crude Oil Tanker,Tanker
9433303,Oil/Chemical Tanker,Tanker
9940019,LPG/Chemical Tanker,Tanker
9298741,Crude Oil Tanker,Tanker
9319868,Container Ship,Cargo
9572496,Fire Fighting Vessel,Cargo
9599470,Standby Safety Vessel,SAR
7825590,Fishing Vessel,Fishing
9718088,Oil/Chemical Tanker,Tanker
9163582,General Cargo,Cargo
4711982,Patrol Vessel,Military Ops
1092385,Oil/Chemical Tanker,Tanker
9081344,General Cargo,Cargo
9652739,Landing Craft,Passenger
9065510,Multi Purpose Offshore Vessel,Tug
9869928,Multi Purpose Offshore Vessel,Other
8513405,Bunkering Tanker,Tanker
8986157,High Speed Craft,High Speed Craft
9913212,General Cargo,Cargo
8129527,Tug,Tug
9910868,Yacht,Pleasure Craft
9163740,Tug,Passenger
6704921,Fishing Vessel,Fishing
9340855,General Cargo,Cargo
9816414,Tug,Tug
9112478,High Speed Craft,High Speed Craft
5231927,Bulk Carrier,Cargo
1079993,Bulk Carrier,Cargo
9865740,Oil/Chemical Tanker,Tanker
9330020,Oil/Chemical Tanker,Tanker
8666446,General Cargo,Cargo
8401365,Fishery Patrol Vessel,Cargo
9137882,Inland Passenger Ship,Passenger
9573012,Tug,Tug
8839768,Aggregates Carrier,Cargo
8424616,Tug,Tug
8203555,General Cargo,Cargo
9274458,Bulk Carrier,Cargo
9257981,Bulk Carrier,Cargo
7048116,Multi Purpose Offshore Vessel,
9828352,General Cargo,Cargo
9463633,Bulk Carrier,Cargo
9865336,Bulk Carrier,Cargo
9672648,Multi Purpose Offshore Vessel,Other
1031587,General Cargo,Cargo
8506000,General Cargo,Fishing
5412296,Tug,Tug
8571213,Fishing Vessel,Fishing
8125868,Floating Storage/Production,Tanker - Hazard A (Major)
9862669,Passenger Ship,Passenger
9591272,General Cargo,Other
9074652,LNG Tanker,Tanker - Hazard D (Recognizable)
9363766,Bulk Carrier,Cargo
9407847,Crude Oil Tanker,Tanker
7362914,Tug,Tug
9889291,Bulk Carrier,Cargo
7207853,Fishing Vessel,Fishing
9467184,General Cargo,Cargo - Hazard A (Major)
5038911,Yacht,Pleasure Craft
9131876,Crude Oil Tanker,Tanker - Hazard B
9394076,Oil Products Tanker,Tanker
8319031,Reefer,Cargo
1000136,Yacht,Cargo
8648389,Yacht,Pleasure Craft
9778090,Container Ship,Cargo
9264908,LPG Tanker,Tanker
6923802,General Cargo,Cargo - Hazard A (Major)
9462706,Container Ship,Cargo - Hazard D (Recognizable)
8733641,Fishing Vessel,Fishing
1066154,Bulk Carrier,Cargo
9349605,Container Ship,Cargo - Hazard A (Major)
9557604,Tug,Tug
9583603,Bulk Carrier,Cargo
9827748,Oil Products Tanker,Tanker
9373034,Bulk Carrier,Cargo
7391264,Research/Survey Vessel,Other
9327877,Tug,Tug
9687435,Bunkering Tanker,Tanker
7641073,Bulk Carrier,Reserved
9555591,Bunkering Tanker,Tanker
9604160,Container Ship,Cargo - Hazard D (Recognizable)
8628614,Fishing Vessel,Other
8022858,Oil/Chemical Tanker,Tanker
9841768,Tug,Tug
9235220,Oil/Chemical Tanker,Tanker
8107919,Multi Purpose Offshore Vessel,Cargo
7356252,Ro-Ro/Passenger Ship,Passenger
8223062,General Cargo,Cargo
9943827,Bulk Carrier,Cargo
1087237,Aggregates Carrier,Cargo
8412687,Reefer,Cargo
1051783,Bulk Carrier,Cargo
9826756,Fishing Vessel,Fishing
9416056,Oil/Chemical Tanker,Tanker
9775907,Sailing Vessel,Sailing Vessel
9703461,Work Vessel,Special Craft
9936410,Container Ship,Cargo - Hazard D (Recognizable)
9005572,General Cargo,Cargo
9760859,Tug,Tug
9185073,Bulk Carrier,Cargo
8703945,Tug,Tug
9522520,Multi Purpose Offshore Vessel,SAR Aircraft
7800136,General Cargo,Other
8548541,Fishing Vessel,Fishing
8707202,Fishing Vessel,Fishing
9160487,LPG/Chemical Tanker,Tanker
9673214,Oil/Chemical Tanker,Tanker - Hazard B
8920854,Bulk Carrier,Cargo
9819131,Tug,Tug
9621209,Livestock Carrier,Cargo
9193044,High Speed Craft,High Speed Craft
9513830,Bulk Carrier,Cargo
9677129,General Cargo,Cargo
9684859,High Speed Craft,High Speed Craft
9530101,Work Vessel,Other
9890111,Fishing Vessel,Fishing
8593235,General Cargo,Cargo
9408475,Crude Oil Tanker,Tanker
9739692,Container Ship,Cargo - Hazard D (Recognizable)
9224984,Bulk Carrier,Cargo
7901265,Ro-Ro/Passenger Ship,Passenger
9425784,Bulk Carrier,Cargo
9633941,Container Ship,Cargo - Hazard A (Major)
9441257,Passenger Ship,Passenger
9364033,Work Vessel,Other
9435844,Oil/Chemical Tanker,Tanker
9628532,Crude Oil Tanker,Tanker - Hazard A (Major)
1084792,Crane Ship,Other
9006019,Trawler,Fishing
9414644,General Cargo,Cargo
9448748,Container Ship,Cargo
9976070,General Cargo,Cargo
9316787,Crew Boat,Other
9188233,Ro-Ro Cargo,Cargo - Hazard B
9728851,Vehicles Carrier,Cargo
9878280,Tug,Tug
8804775,General Cargo,Cargo
7728601,Trawler,Fishing
9406350,Oil Products Tanker,Tanker
8315267,Tug,Tug
9650860,Bulk Carrier,Cargo
9360776,Livestock Carrier,Cargo
9745586,General Cargo,Cargo
7718498,Ro-Ro Cargo,Cargo
9751456,Utility Vessel,Tug
7041352,Tug,Tug
7708352,Multi Purpose Offshore Vessel,Reserved
9215232,Fishing Vessel,Fishing
9421439,Bulk Carrier,Cargo
9283435,Tug/Supply Vessel,Other
9746877,Tug,Tug
9288382,Asphalt/Bitumen Tanker,Tanker
9051363,Tanker,Tanker
9336842,Crude Oil Tanker,Tanker
9828699,Fishing Vessel,Fishing
9888584,Military Ops,Military Ops
9580962,Oil/Chemical Tanker,Tanker
8620117,General Cargo,Cargo
8672665,Bulk Carrier,Cargo
8308874,Bulk Carrier,Cargo
9523469,Crude Oil Tanker,Tanker - Hazard B
9685786,Tug,Tug
5375010,Sailing Vessel,Sailing Vessel
9379519,Oil Products Tanker,Tanker
7507253,General Cargo,Cargo
4100286,Fishing Vessel,Fishing
9313618,"Inland, Motor Tanker, liquid cargo, type C",Tanker
8970562,Fishing Vessel,Pleasure Craft
9899507,Patrol Vessel,High Speed Craft
8815138,Fishery Research Vessel,Fishing
9469900,General Cargo,Cargo
7208297,Logistics Naval Vessel,Cargo
